t10	e51	after
t10	e52	contains
t10	e53	contains
t10	e54	contains
t11	e51	after
t11	e53	contains
t11	e54	after
t12	e52	vague
t12	e53	before
t12	e54	before
tnew1	e3	after
tnew1	e4	contains
tnew1	e6	after
t4	e19	after
t4	e20	contains
t5	e19	contains
t5	e20	before
t6	e21	before
t6	e22	before
t6	e23	before
t7	e21	before
t7	e22	before
t7	e23	meets
t8	e30	before
t8	e31	before
t8	e33	before
tnew2	e35	before
t9	e35	before
t10	e36	meets
t11	e38	before
t12	e38	contains
t14	e39	before
t14	e40	before
t14	e41	before
t14	e42	contains
t15	e39	contains
t15	e40	contains
t15	e41	contains
t15	e42	after
time_id	event_id	reltype
t1	e1	overlaps
t2	e1	overlapped-by
t4	e12	contains
t4	e13	contains
t4	e14	during
t4	e15	vague
t16	e12	contains
t16	e13	contains
t16	e15	vague
t5	e12	vague
t5	e13	vague
t5	e14	vague
t5	e15	vague
t7	e68	before
t7	e69	before
t7	e70	starts
t8	e71	contains
t9	e71	contains
t12	e75	during
t13	e75	during
t14	e75	during
t14	e77	vague
t15	e75	during
t15	e77	vague
t3	e38	contains
t3	e39	before
t4	e38	after
t4	e39	contains
t5	e40	contains
t5	e43	vague
t5	e44	before
t6	e40	contains
t6	e43	vague
t6	e44	before
t7	e40	after
t7	e43	vague
t7	e44	contains
t8	e47	contains
t9	e49	contains
t10	e51	after
t10	e52	contains
t10	e53	contains
t10	e54	contains
t11	e51	after
t11	e53	contains
t11	e54	after
t12	e52	vague
t12	e53	before
t12	e54	before
tnew1	e3	after
tnew1	e4	contains
tnew1	e6	after
t4	e19	after
t4	e20	contains
t5	e19	contains
t5	e20	before
t6	e21	before
t6	e22	before
t6	e23	before
t7	e21	before
t7	e22	before
t7	e23	meets
t8	e30	before
t8	e31	before
t8	e33	before
tnew2	e35	before
t9	e35	before
t10	e36	meets
t11	e38	before
t12	e38	contains
t14	e39	before
t14	e40	before
t14	e41	before
t14	e42	contains
t15	e39	contains
t15	e40	contains
t15	e41	contains
t15	e42	after
tnew1	e2	contains
t1	e12	starts
t1	e13	before
t2	e13	contains
t3	e24	vague
t4	e27	before
t4	e28	before
t7	e36	equal
t7	e37	vague
t8	e38	contains
t8	e39	overlaps
t8	e41	vague
t9	e38	contains
t9	e39	overlaps
t9	e41	vague
t10	e42	contains
t10	e44	vague
t11	e46	during
time_id	event_id	reltype
t1	e1	overlaps
t2	e1	overlapped-by
t4	e12	contains
t4	e13	contains
t4	e14	during
t4	e15	vague
t16	e12	contains
t16	e13	contains
t16	e15	vague
t5	e12	vague
t5	e13	vague
t5	e14	vague
t5	e15	vague
t7	e68	before
t7	e69	before
t7	e70	starts
t8	e71	contains
t9	e71	contains
t12	e75	during
t13	e75	during
t14	e75	during
t14	e77	vague
t15	e75	during
t15	e77	vague
t3	e38	contains
t3	e39	before
t4	e38	after
t4	e39	contains
t5	e40	contains
t5	e43	vague
t5	e44	before
t6	e40	contains
t6	e43	vague
t6	e44	before
t7	e40	after
t7	e43	vague
t7	e44	contains
t8	e47	contains
t9	e49	contains
t10	e51	after
t10	e52	contains
t10	e53	contains
t10	e54	contains
t11	e51	after
t11	e53	contains
t11	e54	after
t12	e52	vague
t12	e53	before
t12	e54	before
tnew1	e3	after
tnew1	e4	contains
tnew1	e6	after
t4	e19	after
t4	e20	contains
t5	e19	contains
t5	e20	before
t6	e21	before
t6	e22	before
t6	e23	before
t7	e21	before
t7	e22	before
t7	e23	meets
t8	e30	before
t8	e31	before
t8	e33	before
tnew2	e35	before
t9	e35	before
t10	e36	meets
t11	e38	before
t12	e38	contains
t14	e39	before
t14	e40	before
t14	e41	before
t14	e42	contains
t15	e39	contains
t15	e40	contains
t15	e41	contains
t15	e42	after
tnew1	e2	contains
t1	e12	starts
t1	e13	before
t2	e13	contains
t3	e24	vague
t4	e27	before
t4	e28	before
t7	e36	equal
t7	e37	vague
t8	e38	contains
t8	e39	overlaps
t8	e41	vague
t9	e38	contains
t9	e39	overlaps
t9	e41	vague
t10	e42	contains
t10	e44	vague
t11	e46	during
t1	e3	contains
t2	e16	vague
t2	e17	after
t2	e18	contains
t3	e22	vague
t4	e22	vague
tnew2	e30	contains
t5	e30	vague
t6	e31	contains
t6	e32	contains
t7	e34	after
t7	e35	after
t7	e36	contains
t7	e37	after
t8	e42	contains
t9	e45	contains
t9	e46	contains
t9	e47	before
tnew3	e51	contains
tnew3	e52	vague
tnew3	e53	before
tnew3	e54	before
tnew3	e55	before
t11	e51	after
t11	e52	after
t11	e53	after
t11	e54	contains
t11	e55	contains
t12	e51	after
t12	e52	after
t12	e53	after
t12	e54	contains
t12	e55	contains
t13	e51	after
t13	e52	after
t13	e53	after
t13	e54	after
t13	e55	after
t14	e51	after
t14	e52	after
t14	e53	after
t14	e54	before
t14	e55	before
t15	e51	after
t15	e52	after
t15	e53	after
t15	e54	after
t15	e55	after
t16	e67	before
t16	e68	contains
t16	e69	before
t17	e70	after
t17	e71	after
t17	e72	after
t17	e73	after
t17	e74	after
t17	e75	after
t17	e76	contains
t18	e70	contains
t18	e71	vague
t18	e72	contains
t18	e73	contains
t18	e74	contains
t18	e75	contains
t18	e76	before
time_id	event_id	reltype
t1	e1	overlaps
t2	e1	overlapped-by
t4	e12	contains
t4	e13	contains
t4	e14	during
t4	e15	vague
t16	e12	contains
t16	e13	contains
t16	e15	vague
t5	e12	vague
t5	e13	vague
t5	e14	vague
t5	e15	vague
t7	e68	before
t7	e69	before
t7	e70	starts
t8	e71	contains
t9	e71	contains
t12	e75	during
t13	e75	during
t14	e75	during
t14	e77	vague
t15	e75	during
t15	e77	vague
t3	e38	contains
t3	e39	before
t4	e38	after
t4	e39	contains
t5	e40	contains
t5	e43	vague
t5	e44	before
t6	e40	contains
t6	e43	vague
t6	e44	before
t7	e40	after
t7	e43	vague
t7	e44	contains
t8	e47	contains
t9	e49	contains
t10	e51	after
t10	e52	contains
t10	e53	contains
t10	e54	contains
t11	e51	after
t11	e53	contains
t11	e54	after
t12	e52	vague
t12	e53	before
t12	e54	before
tnew1	e3	after
tnew1	e4	contains
tnew1	e6	after
t4	e19	after
t4	e20	contains
t5	e19	contains
t5	e20	before
t6	e21	before
t6	e22	before
t6	e23	before
t7	e21	before
t7	e22	before
t7	e23	meets
t8	e30	before
t8	e31	before
t8	e33	before
tnew2	e35	before
t9	e35	before
t10	e36	meets
t11	e38	before
t12	e38	contains
t14	e39	before
t14	e40	before
t14	e41	before
t14	e42	contains
t15	e39	contains
t15	e40	contains
t15	e41	contains
t15	e42	after
tnew1	e2	contains
t1	e12	starts
t1	e13	before
t2	e13	contains
t3	e24	vague
t4	e27	before
t4	e28	before
t7	e36	equal
t7	e37	vague
t8	e38	contains
t8	e39	overlaps
t8	e41	vague
t9	e38	contains
t9	e39	overlaps
t9	e41	vague
t10	e42	contains
t10	e44	vague
t11	e46	during
t1	e3	contains
t2	e16	vague
t2	e17	after
t2	e18	contains
t3	e22	vague
t4	e22	vague
tnew2	e30	contains
t5	e30	vague
t6	e31	contains
t6	e32	contains
t7	e34	after
t7	e35	after
t7	e36	contains
t7	e37	after
t8	e42	contains
t9	e45	contains
t9	e46	contains
t9	e47	before
tnew3	e51	contains
tnew3	e52	vague
tnew3	e53	before
tnew3	e54	before
tnew3	e55	before
t11	e51	after
t11	e52	after
t11	e53	after
t11	e54	contains
t11	e55	contains
t12	e51	after
t12	e52	after
t12	e53	after
t12	e54	contains
t12	e55	contains
t13	e51	after
t13	e52	after
t13	e53	after
t13	e54	after
t13	e55	after
t14	e51	after
t14	e52	after
t14	e53	after
t14	e54	before
t14	e55	before
t15	e51	after
t15	e52	after
t15	e53	after
t15	e54	after
t15	e55	after
t16	e67	before
t16	e68	contains
t16	e69	before
t17	e70	after
t17	e71	after
t17	e72	after
t17	e73	after
t17	e74	after
t17	e75	after
t17	e76	contains
t18	e70	contains
t18	e71	vague
t18	e72	contains
t18	e73	contains
t18	e74	contains
t18	e75	contains
t18	e76	before
t1	e2	contains
t3	e21	after
t5	e33	contains
t6	e35	contains
t6	e37	contains
t6	e38	contains
t8	e39	after
tnew1	e57	contains
t10	e59	vague
t10	e60	contains
t10	e61	before
t11	e59	vague
t11	e60	after
t11	e61	contains
t13	e62	after
t15	e80	after
t15	e81	contains
t15	e83	contains
t17	e84	after
t19	e110	after
t19	e111	after
t20	e110	overlapped-by
t20	e111	contains
t22	e112	after
t24	e127	vague
t24	e128	before
t24	e129	before
t25	e127	vague
t25	e128	contains
t25	e129	contains
t26	e130	during
t26	e131	contains
t28	e132	after
t32	e146	contains
t32	e147	before
t33	e146	after
t33	e147	contains
t35	e148	after
t38	e163	contains
t38	e165	contains
t39	e166	after
t41	e186	contains
t41	e187	after
t41	e188	contains
t43	e189	after
t45	e201	contains
t45	e202	before
t46	e201	after
t46	e202	contains
t47	e204	contains
t47	e205	contains
t47	e206	before
t48	e204	before
t48	e205	before
t48	e206	before
t49	e204	after
t49	e205	after
t49	e206	contains
t50	e213	before
t50	e214	before
t50	e217	before
t50	e218	before
t51	e228	equal
t51	e230	before
t51	e233	before
t51	e234	vague
t51	e235	vague
t52	e228	vague
t52	e230	vague
t52	e233	vague
t52	e234	before
t52	e235	before
time_id	event_id	reltype
t1	e1	overlaps
t2	e1	overlapped-by
t4	e12	contains
t4	e13	contains
t4	e14	during
t4	e15	vague
t16	e12	contains
t16	e13	contains
t16	e15	vague
t5	e12	vague
t5	e13	vague
t5	e14	vague
t5	e15	vague
t7	e68	before
t7	e69	before
t7	e70	starts
t8	e71	contains
t9	e71	contains
t12	e75	during
t13	e75	during
t14	e75	during
t14	e77	vague
t15	e75	during
t15	e77	vague
t3	e38	contains
t3	e39	before
t4	e38	after
t4	e39	contains
t5	e40	contains
t5	e43	vague
t5	e44	before
t6	e40	contains
t6	e43	vague
t6	e44	before
t7	e40	after
t7	e43	vague
t7	e44	contains
t8	e47	contains
t9	e49	contains
t10	e51	after
t10	e52	contains
t10	e53	contains
t10	e54	contains
t11	e51	after
t11	e53	contains
t11	e54	after
t12	e52	vague
t12	e53	before
t12	e54	before
tnew1	e3	after
tnew1	e4	contains
tnew1	e6	after
t4	e19	after
t4	e20	contains
t5	e19	contains
t5	e20	before
t6	e21	before
t6	e22	before
t6	e23	before
t7	e21	before
t7	e22	before
t7	e23	meets
t8	e30	before
t8	e31	before
t8	e33	before
tnew2	e35	before
t9	e35	before
t10	e36	meets
t11	e38	before
t12	e38	contains
t14	e39	before
t14	e40	before
t14	e41	before
t14	e42	contains
t15	e39	contains
t15	e40	contains
t15	e41	contains
t15	e42	after
tnew1	e2	contains
t1	e12	starts
t1	e13	before
t2	e13	contains
t3	e24	vague
t4	e27	before
t4	e28	before
t7	e36	equal
t7	e37	vague
t8	e38	contains
t8	e39	overlaps
t8	e41	vague
t9	e38	contains
t9	e39	overlaps
t9	e41	vague
t10	e42	contains
t10	e44	vague
t11	e46	during
t1	e3	contains
t2	e16	vague
t2	e17	after
t2	e18	contains
t3	e22	vague
t4	e22	vague
tnew2	e30	contains
t5	e30	vague
t6	e31	contains
t6	e32	contains
t7	e34	after
t7	e35	after
t7	e36	contains
t7	e37	after
t8	e42	contains
t9	e45	contains
t9	e46	contains
t9	e47	before
tnew3	e51	contains
tnew3	e52	vague
tnew3	e53	before
tnew3	e54	before
tnew3	e55	before
t11	e51	after
t11	e52	after
t11	e53	after
t11	e54	contains
t11	e55	contains
t12	e51	after
t12	e52	after
t12	e53	after
t12	e54	contains
t12	e55	contains
t13	e51	after
t13	e52	after
t13	e53	after
t13	e54	after
t13	e55	after
t14	e51	after
t14	e52	after
t14	e53	after
t14	e54	before
t14	e55	before
t15	e51	after
t15	e52	after
t15	e53	after
t15	e54	after
t15	e55	after
t16	e67	before
t16	e68	contains
t16	e69	before
t17	e70	after
t17	e71	after
t17	e72	after
t17	e73	after
t17	e74	after
t17	e75	after
t17	e76	contains
t18	e70	contains
t18	e71	vague
t18	e72	contains
t18	e73	contains
t18	e74	contains
t18	e75	contains
t18	e76	before
t1	e2	contains
t3	e21	after
t5	e33	contains
t6	e35	contains
t6	e37	contains
t6	e38	contains
t8	e39	after
tnew1	e57	contains
t10	e59	vague
t10	e60	contains
t10	e61	before
t11	e59	vague
t11	e60	after
t11	e61	contains
t13	e62	after
t15	e80	after
t15	e81	contains
t15	e83	contains
t17	e84	after
t19	e110	after
t19	e111	after
t20	e110	overlapped-by
t20	e111	contains
t22	e112	after
t24	e127	vague
t24	e128	before
t24	e129	before
t25	e127	vague
t25	e128	contains
t25	e129	contains
t26	e130	during
t26	e131	contains
t28	e132	after
t32	e146	contains
t32	e147	before
t33	e146	after
t33	e147	contains
t35	e148	after
t38	e163	contains
t38	e165	contains
t39	e166	after
t41	e186	contains
t41	e187	after
t41	e188	contains
t43	e189	after
t45	e201	contains
t45	e202	before
t46	e201	after
t46	e202	contains
t47	e204	contains
t47	e205	contains
t47	e206	before
t48	e204	before
t48	e205	before
t48	e206	before
t49	e204	after
t49	e205	after
t49	e206	contains
t50	e213	before
t50	e214	before
t50	e217	before
t50	e218	before
t51	e228	equal
t51	e230	before
t51	e233	before
t51	e234	vague
t51	e235	vague
t52	e228	vague
t52	e230	vague
t52	e233	vague
t52	e234	before
t52	e235	before
t3	e12	vague
t4	e13	contains
t4	e14	contains
t5	e36	vague
t5	e37	during
t5	e38	during
t6	e39	vague
t6	e40	contains
t6	e42	contains
t8	e56	contains
t9	e81	contains
t10	e84	vague
t10	e85	equal
t10	e87	vague
tnew2	e93	contains
tnew3	e93	contains
t11	e96	contains
t12	e105	contains
t12	e106	contains
t12	e108	vague
t12	e109	vague
tnew4	e133	after
tnew4	e134	after
tnew4	e136	equal
time_id	event_id	reltype
t1	e1	overlaps
t2	e1	overlapped-by
t4	e12	contains
t4	e13	contains
t4	e14	during
t4	e15	vague
t16	e12	contains
t16	e13	contains
t16	e15	vague
t5	e12	vague
t5	e13	vague
t5	e14	vague
t5	e15	vague
t7	e68	before
t7	e69	before
t7	e70	starts
t8	e71	contains
t9	e71	contains
t12	e75	during
t13	e75	during
t14	e75	during
t14	e77	vague
t15	e75	during
t15	e77	vague
t3	e38	contains
t3	e39	before
t4	e38	after
t4	e39	contains
t5	e40	contains
t5	e43	vague
t5	e44	before
t6	e40	contains
t6	e43	vague
t6	e44	before
t7	e40	after
t7	e43	vague
t7	e44	contains
t8	e47	contains
t9	e49	contains
t10	e51	after
t10	e52	contains
t10	e53	contains
t10	e54	contains
t11	e51	after
t11	e53	contains
t11	e54	after
t12	e52	vague
t12	e53	before
t12	e54	before
tnew1	e3	after
tnew1	e4	contains
tnew1	e6	after
t4	e19	after
t4	e20	contains
t5	e19	contains
t5	e20	before
t6	e21	before
t6	e22	before
t6	e23	before
t7	e21	before
t7	e22	before
t7	e23	meets
t8	e30	before
t8	e31	before
t8	e33	before
tnew2	e35	before
t9	e35	before
t10	e36	meets
t11	e38	before
t12	e38	contains
t14	e39	before
t14	e40	before
t14	e41	before
t14	e42	contains
t15	e39	contains
t15	e40	contains
t15	e41	contains
t15	e42	after
tnew1	e2	contains
t1	e12	starts
t1	e13	before
t2	e13	contains
t3	e24	vague
t4	e27	before
t4	e28	before
t7	e36	equal
t7	e37	vague
t8	e38	contains
t8	e39	overlaps
t8	e41	vague
t9	e38	contains
t9	e39	overlaps
t9	e41	vague
t10	e42	contains
t10	e44	vague
t11	e46	during
t1	e3	contains
t2	e16	vague
t2	e17	after
t2	e18	contains
t3	e22	vague
t4	e22	vague
tnew2	e30	contains
t5	e30	vague
t6	e31	contains
t6	e32	contains
t7	e34	after
t7	e35	after
t7	e36	contains
t7	e37	after
t8	e42	contains
t9	e45	contains
t9	e46	contains
t9	e47	before
tnew3	e51	contains
tnew3	e52	vague
tnew3	e53	before
tnew3	e54	before
tnew3	e55	before
t11	e51	after
t11	e52	after
t11	e53	after
t11	e54	contains
t11	e55	contains
t12	e51	after
t12	e52	after
t12	e53	after
t12	e54	contains
t12	e55	contains
t13	e51	after
t13	e52	after
t13	e53	after
t13	e54	after
t13	e55	after
t14	e51	after
t14	e52	after
t14	e53	after
t14	e54	before
t14	e55	before
t15	e51	after
t15	e52	after
t15	e53	after
t15	e54	after
t15	e55	after
t16	e67	before
t16	e68	contains
t16	e69	before
t17	e70	after
t17	e71	after
t17	e72	after
t17	e73	after
t17	e74	after
t17	e75	after
t17	e76	contains
t18	e70	contains
t18	e71	vague
t18	e72	contains
t18	e73	contains
t18	e74	contains
t18	e75	contains
t18	e76	before
t1	e2	contains
t3	e21	after
t5	e33	contains
t6	e35	contains
t6	e37	contains
t6	e38	contains
t8	e39	after
tnew1	e57	contains
t10	e59	vague
t10	e60	contains
t10	e61	before
t11	e59	vague
t11	e60	after
t11	e61	contains
t13	e62	after
t15	e80	after
t15	e81	contains
t15	e83	contains
t17	e84	after
t19	e110	after
t19	e111	after
t20	e110	overlapped-by
t20	e111	contains
t22	e112	after
t24	e127	vague
t24	e128	before
t24	e129	before
t25	e127	vague
t25	e128	contains
t25	e129	contains
t26	e130	during
t26	e131	contains
t28	e132	after
t32	e146	contains
t32	e147	before
t33	e146	after
t33	e147	contains
t35	e148	after
t38	e163	contains
t38	e165	contains
t39	e166	after
t41	e186	contains
t41	e187	after
t41	e188	contains
t43	e189	after
t45	e201	contains
t45	e202	before
t46	e201	after
t46	e202	contains
t47	e204	contains
t47	e205	contains
t47	e206	before
t48	e204	before
t48	e205	before
t48	e206	before
t49	e204	after
t49	e205	after
t49	e206	contains
t50	e213	before
t50	e214	before
t50	e217	before
t50	e218	before
t51	e228	equal
t51	e230	before
t51	e233	before
t51	e234	vague
t51	e235	vague
t52	e228	vague
t52	e230	vague
t52	e233	vague
t52	e234	before
t52	e235	before
t3	e12	vague
t4	e13	contains
t4	e14	contains
t5	e36	vague
t5	e37	during
t5	e38	during
t6	e39	vague
t6	e40	contains
t6	e42	contains
t8	e56	contains
t9	e81	contains
t10	e84	vague
t10	e85	equal
t10	e87	vague
tnew2	e93	contains
tnew3	e93	contains
t11	e96	contains
t12	e105	contains
t12	e106	contains
t12	e108	vague
t12	e109	vague
tnew4	e133	after
tnew4	e134	after
tnew4	e136	equal
t1	e1	contains
t1	e2	contains
t1	e3	contains
t2	e5	after
t2	e6	before
t2	e7	contains
t3	e5	after
t3	e6	contains
t3	e7	after
t4	e8	contains
tnew1	e10	contains
tnew1	e11	overlaps
tnew1	e12	overlaps
tnew1	e13	before
tnew1	e14	before
t6	e32	after
t6	e33	after
t6	e34	contains
t6	e36	contains
t6	e38	contains
t7	e40	contains
t7	e41	contains
t7	e42	after
t8	e56	after
t8	e59	contains
t8	e60	before
t9	e56	after
t9	e59	after
t9	e60	contains
t10	e62	overlapped-by
t10	e63	after
t10	e64	after
time_id	event_id	reltype
t1	e1	overlaps
t2	e1	overlapped-by
t4	e12	contains
t4	e13	contains
t4	e14	during
t4	e15	vague
t16	e12	contains
t16	e13	contains
t16	e15	vague
t5	e12	vague
t5	e13	vague
t5	e14	vague
t5	e15	vague
t7	e68	before
t7	e69	before
t7	e70	starts
t8	e71	contains
t9	e71	contains
t12	e75	during
t13	e75	during
t14	e75	during
t14	e77	vague
t15	e75	during
t15	e77	vague
t3	e38	contains
t3	e39	before
t4	e38	after
t4	e39	contains
t5	e40	contains
t5	e43	vague
t5	e44	before
t6	e40	contains
t6	e43	vague
t6	e44	before
t7	e40	after
t7	e43	vague
t7	e44	contains
t8	e47	contains
t9	e49	contains
t10	e51	after
t10	e52	contains
t10	e53	contains
t10	e54	contains
t11	e51	after
t11	e53	contains
t11	e54	after
t12	e52	vague
t12	e53	before
t12	e54	before
tnew1	e3	after
tnew1	e4	contains
tnew1	e6	after
t4	e19	after
t4	e20	contains
t5	e19	contains
t5	e20	before
t6	e21	before
t6	e22	before
t6	e23	before
t7	e21	before
t7	e22	before
t7	e23	meets
t8	e30	before
t8	e31	before
t8	e33	before
tnew2	e35	before
t9	e35	before
t10	e36	meets
t11	e38	before
t12	e38	contains
t14	e39	before
t14	e40	before
t14	e41	before
t14	e42	contains
t15	e39	contains
t15	e40	contains
t15	e41	contains
t15	e42	after
tnew1	e2	contains
t1	e12	starts
t1	e13	before
t2	e13	contains
t3	e24	vague
t4	e27	before
t4	e28	before
t7	e36	equal
t7	e37	vague
t8	e38	contains
t8	e39	overlaps
t8	e41	vague
t9	e38	contains
t9	e39	overlaps
t9	e41	vague
t10	e42	contains
t10	e44	vague
t11	e46	during
t1	e3	contains
t2	e16	vague
t2	e17	after
t2	e18	contains
t3	e22	vague
t4	e22	vague
tnew2	e30	contains
t5	e30	vague
t6	e31	contains
t6	e32	contains
t7	e34	after
t7	e35	after
t7	e36	contains
t7	e37	after
t8	e42	contains
t9	e45	contains
t9	e46	contains
t9	e47	before
tnew3	e51	contains
tnew3	e52	vague
tnew3	e53	before
tnew3	e54	before
tnew3	e55	before
t11	e51	after
t11	e52	after
t11	e53	after
t11	e54	contains
t11	e55	contains
t12	e51	after
t12	e52	after
t12	e53	after
t12	e54	contains
t12	e55	contains
t13	e51	after
t13	e52	after
t13	e53	after
t13	e54	after
t13	e55	after
t14	e51	after
t14	e52	after
t14	e53	after
t14	e54	before
t14	e55	before
t15	e51	after
t15	e52	after
t15	e53	after
t15	e54	after
t15	e55	after
t16	e67	before
t16	e68	contains
t16	e69	before
t17	e70	after
t17	e71	after
t17	e72	after
t17	e73	after
t17	e74	after
t17	e75	after
t17	e76	contains
t18	e70	contains
t18	e71	vague
t18	e72	contains
t18	e73	contains
t18	e74	contains
t18	e75	contains
t18	e76	before
t1	e2	contains
t3	e21	after
t5	e33	contains
t6	e35	contains
t6	e37	contains
t6	e38	contains
t8	e39	after
tnew1	e57	contains
t10	e59	vague
t10	e60	contains
t10	e61	before
t11	e59	vague
t11	e60	after
t11	e61	contains
t13	e62	after
t15	e80	after
t15	e81	contains
t15	e83	contains
t17	e84	after
t19	e110	after
t19	e111	after
t20	e110	overlapped-by
t20	e111	contains
t22	e112	after
t24	e127	vague
t24	e128	before
t24	e129	before
t25	e127	vague
t25	e128	contains
t25	e129	contains
t26	e130	during
t26	e131	contains
t28	e132	after
t32	e146	contains
t32	e147	before
t33	e146	after
t33	e147	contains
t35	e148	after
t38	e163	contains
t38	e165	contains
t39	e166	after
t41	e186	contains
t41	e187	after
t41	e188	contains
t43	e189	after
t45	e201	contains
t45	e202	before
t46	e201	after
t46	e202	contains
t47	e204	contains
t47	e205	contains
t47	e206	before
t48	e204	before
t48	e205	before
t48	e206	before
t49	e204	after
t49	e205	after
t49	e206	contains
t50	e213	before
t50	e214	before
t50	e217	before
t50	e218	before
t51	e228	equal
t51	e230	before
t51	e233	before
t51	e234	vague
t51	e235	vague
t52	e228	vague
t52	e230	vague
t52	e233	vague
t52	e234	before
t52	e235	before
t3	e12	vague
t4	e13	contains
t4	e14	contains
t5	e36	vague
t5	e37	during
t5	e38	during
t6	e39	vague
t6	e40	contains
t6	e42	contains
t8	e56	contains
t9	e81	contains
t10	e84	vague
t10	e85	equal
t10	e87	vague
tnew2	e93	contains
tnew3	e93	contains
t11	e96	contains
t12	e105	contains
t12	e106	contains
t12	e108	vague
t12	e109	vague
tnew4	e133	after
tnew4	e134	after
tnew4	e136	equal
t1	e1	contains
t1	e2	contains
t1	e3	contains
t2	e5	after
t2	e6	before
t2	e7	contains
t3	e5	after
t3	e6	contains
t3	e7	after
t4	e8	contains
tnew1	e10	contains
tnew1	e11	overlaps
tnew1	e12	overlaps
tnew1	e13	before
tnew1	e14	before
t6	e32	after
t6	e33	after
t6	e34	contains
t6	e36	contains
t6	e38	contains
t7	e40	contains
t7	e41	contains
t7	e42	after
t8	e56	after
t8	e59	contains
t8	e60	before
t9	e56	after
t9	e59	after
t9	e60	contains
t10	e62	overlapped-by
t10	e63	after
t10	e64	after
t1	e1	after
t1	e2	during
t1	e4	contains
t2	e5	contains
t3	e14	overlaps
t3	e15	overlaps
t4	e14	overlapped-by
t4	e15	overlapped-by
t6	e21	contains
t6	e24	contains
t7	e25	during
t7	e26	contains
t8	e27	overlapped-by
t8	e28	contains
t9	e29	contains
t9	e30	contains
t10	e31	contains
t10	e32	contains
t10	e33	contains
t11	e31	after
t11	e32	after
t11	e33	equal
time_id	event_id	reltype
t1	e1	overlaps
t2	e1	overlapped-by
t4	e12	contains
t4	e13	contains
t4	e14	during
t4	e15	vague
t16	e12	contains
